"method","eta_setting","param","avgBias","avgSEE","avgSEM","avgCI","n"
"Naive Method (ADVI)",0.4,"beta1",0.264827797085549,0.255546633905243,0.3477623701099,0.98,200
"Naive Method (ADVI)",0.4,"beta2",1.61549140064189,1.17201484401666,0.5669665212588,0.295,200
"Naive Method (ADVI)",0.4,"beta3",1.63893049159001,1.21334905186951,0.540641214805452,0.285,200
"Naive Method (ADVI)",0.4,"beta4",1.57021002074157,1.18429694970513,0.547879785728887,0.295,200
"Naive Method (ADVI)",0.4,"beta5",2.1363928885969,1.60092393288213,0.655538536386927,0.29,200
"Naive Method (ADVI)",0.4,"beta6",0.763557540548994,0.492607315078247,0.474740222959903,0.955,200
"Naive Method (ADVI)",0.4,"beta7",0.118578534042169,0.148786426910009,0.328575939872169,0.995,200
"Naive Method (ADVI)",0.4,"beta8",0.131182506805092,0.145383424290593,0.328319903908618,0.995,200
"Naive Method (ADVI)",0.4,"beta9",0.434334455396898,0.291747594064345,0.449198260730235,0.985,200
"Naive Method (ADVI)",0.4,"beta10",0.160602074499012,0.173747636590286,0.331134660655659,0.99,200
"Naive Method (ADVI)",0.4,"beta11",0.480900860357552,0.312769548738809,0.45546166986586,0.965,200
"Naive Method (ADVI)",0.4,"beta12",0.25013426572163,0.201417010260577,0.373027614827067,0.99,200
"Naive Method (ADVI)",0.4,"beta13",0.157073238850528,0.173107895399315,0.335984242283558,0.98,200
"Naive Method (ADVI)",0.4,"beta14",0.83595986692443,0.540036393609663,0.525151116529014,0.975,200
"Naive Method (ADVI)",0.4,"beta15",0.640893831210379,0.411030925021119,0.489618983588604,0.99,200
"Naive Method (ADVI)",0.4,"beta16",0.301233835537527,0.216550271802378,0.369314778982867,1,200
"Naive Method (ADVI)",0.4,"beta17",0.698165059580225,0.456274962876203,0.497806941445215,0.99,200
"Naive Method (ADVI)",0.4,"beta18",0.148070144915355,0.1891878426453,0.322622300300162,0.96,200
"Naive Method (ADVI)",0.4,"beta19",0.607316063492624,0.39379576402276,0.462995220567199,0.965,200
"Naive Method (ADVI)",0.4,"beta20",0.547076707555575,0.377219899001026,0.430266826299836,0.995,200
"Proposed Method (ADVI)",0.4,"beta1",0.191420420915,0.199210047574142,0.183899464847699,0.87,200
"Proposed Method (ADVI)",0.4,"beta2",0.30257815915,0.23025772818391,0.245291335921385,0.855,200
"Proposed Method (ADVI)",0.4,"beta3",0.39429972045,0.290912901931018,0.325241229210093,0.895,200
"Proposed Method (ADVI)",0.4,"beta4",0.52775233325,0.348157441152159,0.409450882216708,0.85,200
"Proposed Method (ADVI)",0.4,"beta5",0.67442867615,0.408776662176801,0.497025718557096,0.8,200
"Proposed Method (ADVI)",0.4,"beta6",0.139962216323877,0.174606876715165,0.168695963483689,0.935,200
"Proposed Method (ADVI)",0.4,"beta7",0.128621540282392,0.157206937306832,0.184923796333703,0.98,200
"Proposed Method (ADVI)",0.4,"beta8",0.135647631546064,0.169430520706265,0.165066544281745,0.94,200
"Proposed Method (ADVI)",0.4,"beta9",0.143484410184272,0.180385655913966,0.178342894207756,0.955,200
"Proposed Method (ADVI)",0.4,"beta10",0.134197526666115,0.16926329960397,0.153957128854312,0.95,200
"Proposed Method (ADVI)",0.4,"beta11",0.149645990820458,0.184476139834076,0.17304327043651,0.93,200
"Proposed Method (ADVI)",0.4,"beta12",0.134735074797534,0.170794871133433,0.177983867573328,0.965,200
"Proposed Method (ADVI)",0.4,"beta13",0.131797658178708,0.169339354738352,0.175532375069102,0.965,200
"Proposed Method (ADVI)",0.4,"beta14",0.137538668127417,0.170683769232305,0.168582009780181,0.925,200
"Proposed Method (ADVI)",0.4,"beta15",0.152467760533118,0.188501184350029,0.166509676431206,0.92,200
"Proposed Method (ADVI)",0.4,"beta16",0.126115151858911,0.153904802604795,0.155290798992042,0.945,200
"Proposed Method (ADVI)",0.4,"beta17",0.142771252637148,0.174449909214082,0.183391150332261,0.96,200
"Proposed Method (ADVI)",0.4,"beta18",0.136130926109661,0.175212462429832,0.180265490610364,0.95,200
"Proposed Method (ADVI)",0.4,"beta19",0.131277993355888,0.164967052804702,0.163105560265812,0.96,200
"Proposed Method (ADVI)",0.4,"beta20",0.138219350532466,0.169492546596894,0.168207933562026,0.95,200
"Proposed Method (ADVI)",0.4,"eta",0.23149570885155,0.245277038073665,0.309833825819509,0.875,200
"Naive Method (ADVI)",1.6,"beta1",0.234216691747335,0.222547289609443,0.334704507573531,0.985,200
"Naive Method (ADVI)",1.6,"beta2",1.50054397967243,1.09610136883103,0.539717202675494,0.345,200
"Naive Method (ADVI)",1.6,"beta3",1.50116303118321,1.08305387563957,0.514775760387589,0.34,200
"Naive Method (ADVI)",1.6,"beta4",1.44341008342431,1.01849902359791,0.525934846573559,0.35,200
"Naive Method (ADVI)",1.6,"beta5",1.96743930235236,1.39950917094096,0.622497926939312,0.35,200
"Naive Method (ADVI)",1.6,"beta6",0.707874468971402,0.510739333027096,0.454867003363856,0.975,200
"Naive Method (ADVI)",1.6,"beta7",0.118579030125088,0.147738639788124,0.31710174549818,0.99,200
"Naive Method (ADVI)",1.6,"beta8",0.133116375388591,0.15988672010463,0.315421477630204,0.975,200
"Naive Method (ADVI)",1.6,"beta9",0.411607618068456,0.292734518856688,0.427823658023909,0.99,200
"Naive Method (ADVI)",1.6,"beta10",0.13973338410016,0.171607124780533,0.320955362199929,0.965,200
"Naive Method (ADVI)",1.6,"beta11",0.454539537753015,0.329769342103082,0.433297406023753,0.975,200
"Naive Method (ADVI)",1.6,"beta12",0.254083526974051,0.220540066652746,0.355038187813644,0.985,200
"Naive Method (ADVI)",1.6,"beta13",0.150474170863877,0.171965184795428,0.321805272292353,0.99,200
"Naive Method (ADVI)",1.6,"beta14",0.78935538162266,0.57064515211845,0.498659193447428,0.985,200
"Naive Method (ADVI)",1.6,"beta15",0.604536170894211,0.435504485466582,0.461751030624033,0.995,200
"Naive Method (ADVI)",1.6,"beta16",0.278235439012908,0.214507829547664,0.354653267275143,0.995,200
"Naive Method (ADVI)",1.6,"beta17",0.663849920683395,0.471453961559016,0.473647847052195,0.97,200
"Naive Method (ADVI)",1.6,"beta18",0.12081694430561,0.150398716017441,0.304673069985841,0.98,200
"Naive Method (ADVI)",1.6,"beta19",0.577312033453218,0.444440666344477,0.442095221987351,0.975,200
"Naive Method (ADVI)",1.6,"beta20",0.517877742633532,0.406735848898181,0.409531335674559,0.99,200
"Proposed Method (ADVI)",1.6,"beta1",0.177886034685,0.186030980033363,0.183948407836443,0.875,200
"Proposed Method (ADVI)",1.6,"beta2",0.26707298035,0.22213810942224,0.242829892315232,0.905,200
"Proposed Method (ADVI)",1.6,"beta3",0.3682046724,0.264857359024166,0.32354615979929,0.91,200
"Proposed Method (ADVI)",1.6,"beta4",0.50490693995,0.331317087229785,0.407117537367288,0.89,200
"Proposed Method (ADVI)",1.6,"beta5",0.610990772,0.396919562818389,0.492268174915184,0.895,200
"Proposed Method (ADVI)",1.6,"beta6",0.124266672726655,0.154141128031707,0.16824198945838,0.98,200
"Proposed Method (ADVI)",1.6,"beta7",0.135331981622099,0.169615886187056,0.185922331887814,0.97,200
"Proposed Method (ADVI)",1.6,"beta8",0.133669854450978,0.161138663468854,0.164460603595411,0.965,200
"Proposed Method (ADVI)",1.6,"beta9",0.135079417100926,0.169546754894792,0.178017034147523,0.955,200
"Proposed Method (ADVI)",1.6,"beta10",0.132484284664586,0.169180043328016,0.152613724206915,0.91,200
"Proposed Method (ADVI)",1.6,"beta11",0.136016030281183,0.17118418062017,0.172082025443758,0.94,200
"Proposed Method (ADVI)",1.6,"beta12",0.14487709021021,0.187718973271206,0.178320022643497,0.95,200
"Proposed Method (ADVI)",1.6,"beta13",0.140634459145795,0.174335918507005,0.175786671456576,0.94,200
"Proposed Method (ADVI)",1.6,"beta14",0.134894651409242,0.17061143874435,0.169325208132991,0.94,200
"Proposed Method (ADVI)",1.6,"beta15",0.135326836100975,0.161971691544833,0.165763857710484,0.97,200
"Proposed Method (ADVI)",1.6,"beta16",0.116336655785591,0.147100957366867,0.154411161760344,0.97,200
"Proposed Method (ADVI)",1.6,"beta17",0.142565464573562,0.177313019894499,0.182839385055453,0.955,200
"Proposed Method (ADVI)",1.6,"beta18",0.134017577464082,0.171863581803749,0.179745920351425,0.945,200
"Proposed Method (ADVI)",1.6,"beta19",0.136376433684178,0.163648746835464,0.161873479398252,0.95,200
"Proposed Method (ADVI)",1.6,"beta20",0.141529574300996,0.174938146144042,0.168397819547063,0.935,200
"Proposed Method (ADVI)",1.6,"eta",0.366440174195,0.314717737183247,0.343483735845931,0.83,200
"Naive Method (ADVI)",2.8,"beta1",0.283818111107144,0.158768927400275,0.340328957437648,0.905,200
"Naive Method (ADVI)",2.8,"beta2",1.68098895036735,0.876174831222103,0.556984778616888,0.17,200
"Naive Method (ADVI)",2.8,"beta3",1.73290736291253,0.791622998492209,0.520774888588932,0.095,200
"Naive Method (ADVI)",2.8,"beta4",1.72128673481877,0.636217817679562,0.516118803059448,0.06,200
"Naive Method (ADVI)",2.8,"beta5",2.32063196816485,0.901005839164406,0.61254278454537,0.045,200
"Naive Method (ADVI)",2.8,"beta6",0.765915719792826,0.47487012574803,0.476030920192141,0.925,200
"Naive Method (ADVI)",2.8,"beta7",0.113583858493469,0.140785375565368,0.325494483024986,0.995,200
"Naive Method (ADVI)",2.8,"beta8",0.124031124981812,0.144834005251168,0.325214633975326,0.995,200
"Naive Method (ADVI)",2.8,"beta9",0.431517733815041,0.267746730032315,0.450635678875145,0.985,200
"Naive Method (ADVI)",2.8,"beta10",0.155537243599613,0.156671613291242,0.328859377055059,0.97,200
"Naive Method (ADVI)",2.8,"beta11",0.465512381641549,0.302458624960476,0.455519914627777,0.995,200
"Naive Method (ADVI)",2.8,"beta12",0.236761620323749,0.176021579746647,0.371914656743842,0.995,200
"Naive Method (ADVI)",2.8,"beta13",0.151229063518271,0.155569652646797,0.33268128936488,0.985,200
"Naive Method (ADVI)",2.8,"beta14",0.845367488767172,0.540651977646221,0.525958324842812,0.975,200
"Naive Method (ADVI)",2.8,"beta15",0.646844136852405,0.404541706872136,0.484030133629273,0.985,200
"Naive Method (ADVI)",2.8,"beta16",0.29051707189096,0.199437218093913,0.368036943223005,0.985,200
"Naive Method (ADVI)",2.8,"beta17",0.706927510619622,0.45073102784108,0.495936386060336,0.98,200
"Naive Method (ADVI)",2.8,"beta18",0.119891064419645,0.1512829656051,0.316745727934089,0.99,200
"Naive Method (ADVI)",2.8,"beta19",0.615117429287243,0.38527248698358,0.465114020035531,0.96,200
"Naive Method (ADVI)",2.8,"beta20",0.544670184758087,0.378061884561156,0.426929782256181,0.985,200
"Proposed Method (ADVI)",2.8,"beta1",0.178511906545,0.187271932843573,0.184932696043322,0.875,200
"Proposed Method (ADVI)",2.8,"beta2",0.2561314737,0.213367853711126,0.244481741459485,0.9,200
"Proposed Method (ADVI)",2.8,"beta3",0.36180232685,0.30250685102459,0.324842350475508,0.86,200
"Proposed Method (ADVI)",2.8,"beta4",0.4744605428,0.35815490543561,0.406597520894789,0.89,200
"Proposed Method (ADVI)",2.8,"beta5",0.6048417726,0.437967577988302,0.493626598307367,0.855,200
"Proposed Method (ADVI)",2.8,"beta6",0.149010302551744,0.183700289216858,0.171734841840618,0.94,200
"Proposed Method (ADVI)",2.8,"beta7",0.13756348769421,0.168756341446785,0.187265154839992,0.98,200
"Proposed Method (ADVI)",2.8,"beta8",0.144851699797237,0.175738736540201,0.167077673168908,0.94,200
"Proposed Method (ADVI)",2.8,"beta9",0.138600547386057,0.174904913979741,0.180336263229321,0.955,200
"Proposed Method (ADVI)",2.8,"beta10",0.144623242232851,0.182893916772189,0.155579135637236,0.93,200
"Proposed Method (ADVI)",2.8,"beta11",0.128237735033526,0.162878938593688,0.174260067911517,0.97,200
"Proposed Method (ADVI)",2.8,"beta12",0.133338799753217,0.167194607888582,0.179836379573453,0.985,200
"Proposed Method (ADVI)",2.8,"beta13",0.14783368665164,0.18598445303634,0.178056421626537,0.935,200
"Proposed Method (ADVI)",2.8,"beta14",0.136231054909869,0.180507361501493,0.170987941465158,0.935,200
"Proposed Method (ADVI)",2.8,"beta15",0.146456535577475,0.180759019864114,0.168317493600113,0.92,200
"Proposed Method (ADVI)",2.8,"beta16",0.132790495797072,0.163033312716636,0.156121102376903,0.945,200
"Proposed Method (ADVI)",2.8,"beta17",0.131387496126761,0.165314743094927,0.185109270516594,0.965,200
"Proposed Method (ADVI)",2.8,"beta18",0.13357025396662,0.16238915045942,0.182481341681208,0.985,200
"Proposed Method (ADVI)",2.8,"beta19",0.132139487746611,0.172029664872432,0.166349020559246,0.94,200
"Proposed Method (ADVI)",2.8,"beta20",0.136743146745193,0.169438896158973,0.170906681223114,0.96,200
"Proposed Method (ADVI)",2.8,"eta",0.4373494756,0.357586060196668,0.392501525415028,0.825,200
